time, error1, error2
785.0000,616225.0000,483736625.0000
786.0000,617796.0000,485587656.0000
787.0000,619369.0000,487443403.0000
788.0000,620944.0000,489303872.0000
789.0000,622521.0000,491169069.0000
790.0000,624100.0000,493039000.0000
791.0000,625681.0000,494913671.0000
792.0000,627264.0000,496793088.0000
793.0000,628849.0000,498677257.0000
794.0000,630436.0000,500566184.0000
795.0000,632025.0000,502459875.0000
796.0000,633616.0000,504358336.0000
797.0000,635209.0000,506261573.0000
798.0000,636804.0000,508169592.0000
799.0000,638401.0000,510082399.0000
800.0000,640000.0000,512000000.0000
801.0000,641601.0000,513922401.0000
802.0000,643204.0000,515849608.0000
803.0000,644809.0000,517781627.0000
804.0000,646416.0000,519718464.0000
805.0000,648025.0000,521660125.0000
806.0000,649636.0000,523606616.0000
807.0000,651249.0000,525557943.0000
808.0000,652864.0000,527514112.0000
809.0000,654481.0000,529475129.0000
810.0000,656100.0000,531441000.0000
811.0000,657721.0000,533411731.0000
812.0000,659344.0000,535387328.0000
813.0000,660969.0000,537367797.0000
814.0000,662596.0000,539353144.0000
815.0000,664225.0000,541343375.0000
816.0000,665856.0000,543338496.0000
817.0000,667489.0000,545338513.0000
818.0000,669124.0000,547343432.0000
819.0000,670761.0000,549353259.0000
820.0000,672400.0000,551368000.0000
821.0000,674041.0000,553387661.0000
822.0000,675684.0000,555412248.0000
823.0000,677329.0000,557441767.0000
824.0000,678976.0000,559476224.0000
825.0000,680625.0000,561515625.0000
826.0000,682276.0000,563559976.0000
827.0000,683929.0000,565609283.0000
828.0000,685584.0000,567663552.0000
829.0000,687241.0000,569722789.0000
830.0000,688900.0000,571787000.0000
831.0000,690561.0000,573856191.0000
832.0000,692224.0000,575930368.0000
833.0000,693889.0000,578009537.0000
834.0000,695556.0000,580093704.0000
835.0000,697225.0000,582182875.0000
836.0000,698896.0000,584277056.0000
837.0000,700569.0000,586376253.0000
838.0000,702244.0000,588480472.0000
839.0000,703921.0000,590589719.0000
840.0000,705600.0000,592704000.0000
841.0000,707281.0000,594823321.0000
842.0000,708964.0000,596947688.0000
843.0000,710649.0000,599077107.0000
844.0000,712336.0000,601211584.0000
845.0000,714025.0000,603351125.0000
846.0000,715716.0000,605495736.0000
847.0000,717409.0000,607645423.0000
848.0000,719104.0000,609800192.0000
849.0000,720801.0000,611960049.0000
850.0000,722500.0000,614125000.0000
851.0000,724201.0000,616295051.0000
852.0000,725904.0000,618470208.0000
853.0000,727609.0000,620650477.0000
854.0000,729316.0000,622835864.0000
855.0000,731025.0000,625026375.0000
856.0000,732736.0000,627222016.0000
857.0000,734449.0000,629422793.0000
858.0000,736164.0000,631628712.0000
859.0000,737881.0000,633839779.0000
860.0000,739600.0000,636056000.0000
861.0000,741321.0000,638277381.0000
862.0000,743044.0000,640503928.0000
863.0000,744769.0000,642735647.0000
864.0000,746496.0000,644972544.0000
865.0000,748225.0000,647214625.0000
866.0000,749956.0000,649461896.0000
867.0000,751689.0000,651714363.0000
868.0000,753424.0000,653972032.0000
869.0000,755161.0000,656234909.0000
870.0000,756900.0000,658503000.0000
871.0000,758641.0000,660776311.0000
872.0000,760384.0000,663054848.0000
873.0000,762129.0000,665338617.0000
874.0000,763876.0000,667627624.0000
875.0000,765625.0000,669921875.0000
876.0000,767376.0000,672221376.0000
877.0000,769129.0000,674526133.0000
878.0000,770884.0000,676836152.0000
879.0000,772641.0000,679151439.0000
880.0000,774400.0000,681472000.0000
881.0000,776161.0000,683797841.0000
882.0000,777924.0000,686128968.0000
883.0000,779689.0000,688465387.0000
884.0000,781456.0000,690807104.0000
885.0000,783225.0000,693154125.0000
886.0000,784996.0000,695506456.0000
887.0000,786769.0000,697864103.0000
888.0000,788544.0000,700227072.0000
889.0000,790321.0000,702595369.0000
890.0000,792100.0000,704969000.0000
891.0000,793881.0000,707347971.0000
892.0000,795664.0000,709732288.0000
893.0000,797449.0000,712121957.0000
894.0000,799236.0000,714516984.0000
895.0000,801025.0000,716917375.0000
896.0000,802816.0000,719323136.0000
897.0000,804609.0000,721734273.0000
898.0000,806404.0000,724150792.0000
899.0000,808201.0000,726572699.0000
900.0000,810000.0000,729000000.0000
901.0000,811801.0000,731432701.0000
902.0000,813604.0000,733870808.0000
903.0000,815409.0000,736314327.0000
904.0000,817216.0000,738763264.0000
905.0000,819025.0000,741217625.0000
906.0000,820836.0000,743677416.0000
907.0000,822649.0000,746142643.0000
908.0000,824464.0000,748613312.0000
909.0000,826281.0000,751089429.0000
910.0000,828100.0000,753571000.0000
911.0000,829921.0000,756058031.0000
912.0000,831744.0000,758550528.0000
913.0000,833569.0000,761048497.0000
914.0000,835396.0000,763551944.0000
915.0000,837225.0000,766060875.0000
916.0000,839056.0000,768575296.0000
917.0000,840889.0000,771095213.0000
918.0000,842724.0000,773620632.0000
919.0000,844561.0000,776151559.0000
920.0000,846400.0000,778688000.0000
921.0000,848241.0000,781229961.0000
922.0000,850084.0000,783777448.0000
923.0000,851929.0000,786330467.0000
924.0000,853776.0000,788889024.0000
925.0000,855625.0000,791453125.0000
926.0000,857476.0000,794022776.0000
927.0000,859329.0000,796597983.0000
928.0000,861184.0000,799178752.0000
929.0000,863041.0000,801765089.0000
930.0000,864900.0000,804357000.0000
931.0000,866761.0000,806954491.0000
932.0000,868624.0000,809557568.0000
933.0000,870489.0000,812166237.0000
934.0000,872356.0000,814780504.0000
935.0000,874225.0000,817400375.0000
936.0000,876096.0000,820025856.0000
937.0000,877969.0000,822656953.0000
938.0000,879844.0000,825293672.0000
939.0000,881721.0000,827936019.0000
940.0000,883600.0000,830584000.0000
941.0000,885481.0000,833237621.0000
942.0000,887364.0000,835896888.0000
943.0000,889249.0000,838561807.0000
944.0000,891136.0000,841232384.0000
945.0000,893025.0000,843908625.0000
946.0000,894916.0000,846590536.0000
947.0000,896809.0000,849278123.0000
948.0000,898704.0000,851971392.0000
949.0000,900601.0000,854670349.0000
950.0000,902500.0000,857375000.0000
951.0000,904401.0000,860085351.0000
952.0000,906304.0000,862801408.0000
953.0000,908209.0000,865523177.0000
954.0000,910116.0000,868250664.0000
955.0000,912025.0000,870983875.0000
956.0000,913936.0000,873722816.0000
957.0000,915849.0000,876467493.0000
958.0000,917764.0000,879217912.0000
959.0000,919681.0000,881974079.0000
960.0000,921600.0000,884736000.0000
961.0000,923521.0000,887503681.0000
962.0000,925444.0000,890277128.0000
963.0000,927369.0000,893056347.0000
964.0000,929296.0000,895841344.0000
965.0000,931225.0000,898632125.0000
966.0000,933156.0000,901428696.0000
967.0000,935089.0000,904231063.0000
968.0000,937024.0000,907039232.0000
969.0000,938961.0000,909853209.0000
970.0000,940900.0000,912673000.0000
971.0000,942841.0000,915498611.0000
972.0000,944784.0000,918330048.0000
973.0000,946729.0000,921167317.0000
974.0000,948676.0000,924010424.0000
975.0000,950625.0000,926859375.0000
976.0000,952576.0000,929714176.0000
977.0000,954529.0000,932574833.0000
978.0000,956484.0000,935441352.0000
979.0000,958441.0000,938313739.0000
980.0000,960400.0000,941192000.0000
981.0000,962361.0000,944076141.0000
982.0000,964324.0000,946966168.0000
983.0000,966289.0000,949862087.0000
984.0000,968256.0000,952763904.0000
985.0000,970225.0000,955671625.0000
986.0000,972196.0000,958585256.0000
987.0000,974169.0000,961504803.0000
988.0000,976144.0000,964430272.0000
989.0000,978121.0000,967361669.0000
990.0000,980100.0000,970299000.0000
991.0000,982081.0000,973242271.0000
992.0000,984064.0000,976191488.0000
993.0000,986049.0000,979146657.0000
994.0000,988036.0000,982107784.0000
995.0000,990025.0000,985074875.0000
996.0000,992016.0000,988047936.0000
997.0000,994009.0000,991026973.0000
998.0000,996004.0000,994011992.0000
999.0000,998001.0000,997002999.0000
1000.0000,1000000.0000,1000000000.0000
